"","pb","altitude","aspect1","preciptn","roughness1","slope","tempAvg","tempMin"
"2579",1,NA,NA,NA,NA,NA,NA,NA
"2580",1,NA,NA,NA,NA,NA,NA,NA
"2581",1,NA,NA,NA,NA,NA,NA,NA
"2582",1,NA,NA,NA,NA,NA,NA,NA
"2583",1,NA,NA,NA,NA,NA,NA,NA
"2584",1,NA,NA,NA,NA,NA,NA,NA
"2585",1,NA,NA,NA,NA,NA,NA,NA
"2586",1,NA,NA,NA,NA,NA,NA,NA
"2587",1,NA,NA,NA,NA,NA,NA,NA
"2588",1,NA,NA,NA,NA,NA,NA,NA
"2589",1,NA,NA,NA,NA,NA,NA,NA
"2590",1,NA,NA,NA,NA,NA,NA,NA
"2591",1,NA,NA,NA,NA,NA,NA,NA
"2592",1,159,250.529693603516,179,96,315014.28125,243,201
"2593",1,97,248.597732543945,169,97,439830.09375,246,204
"2594",1,NA,NA,NA,NA,NA,NA,NA
"2595",1,NA,NA,NA,NA,NA,NA,NA
"2596",1,NA,NA,NA,NA,NA,NA,NA
"2597",1,NA,NA,NA,NA,NA,NA,NA
"2598",1,NA,NA,NA,NA,NA,NA,NA
"2599",1,NA,NA,NA,NA,NA,NA,NA
"2600",1,NA,NA,NA,NA,NA,NA,NA
"2601",1,NA,NA,NA,NA,NA,NA,NA
"2602",1,NA,NA,NA,NA,NA,NA,NA
"2603",1,NA,NA,NA,NA,NA,NA,NA
"2604",1,NA,NA,NA,NA,NA,NA,NA
"2605",1,NA,NA,NA,NA,NA,NA,NA
"2606",1,NA,NA,NA,NA,NA,NA,NA
"2607",1,NA,NA,NA,NA,NA,NA,NA
"2608",1,NA,NA,NA,NA,NA,NA,NA
"2609",1,NA,NA,NA,NA,NA,NA,NA
"2610",1,NA,NA,NA,NA,NA,NA,NA
"2611",1,NA,NA,NA,NA,NA,NA,NA
"2612",1,NA,NA,NA,NA,NA,NA,NA
"2613",1,NA,NA,NA,NA,NA,NA,NA
"2614",1,NA,NA,NA,NA,NA,NA,NA
"2615",1,NA,NA,NA,NA,NA,NA,NA
"2616",1,NA,NA,NA,NA,NA,NA,NA
"2617",1,NA,NA,NA,NA,NA,NA,NA
"2618",1,NA,NA,NA,NA,NA,NA,NA
"2619",1,NA,NA,NA,NA,NA,NA,NA
"2620",1,NA,NA,NA,NA,NA,NA,NA
"2621",1,NA,NA,NA,NA,NA,NA,NA
"2622",1,NA,NA,NA,NA,NA,NA,NA
"2623",1,NA,NA,NA,NA,NA,NA,NA
"2624",1,NA,NA,NA,NA,NA,NA,NA
"2625",1,NA,NA,NA,NA,NA,NA,NA
"2626",1,NA,NA,NA,NA,NA,NA,NA
"2627",1,NA,NA,NA,NA,NA,NA,NA
"2628",1,NA,NA,NA,NA,NA,NA,NA
"2629",1,NA,NA,NA,NA,NA,NA,NA
"2630",1,NA,NA,NA,NA,NA,NA,NA
"2631",1,NA,NA,NA,NA,NA,NA,NA
"2632",1,NA,NA,NA,NA,NA,NA,NA
"2633",1,NA,NA,NA,NA,NA,NA,NA
"2634",1,NA,NA,NA,NA,NA,NA,NA
"2635",1,NA,NA,NA,NA,NA,NA,NA
"2636",1,NA,NA,NA,NA,NA,NA,NA
"2637",1,NA,NA,NA,NA,NA,NA,NA
"2638",1,NA,NA,NA,NA,NA,NA,NA
"2639",1,NA,NA,NA,NA,NA,NA,NA
"2640",1,NA,NA,NA,NA,NA,NA,NA
"2641",1,NA,NA,NA,NA,NA,NA,NA
"2642",1,NA,NA,NA,NA,NA,NA,NA
"2643",1,NA,NA,NA,NA,NA,NA,NA
"2644",1,NA,NA,NA,NA,NA,NA,NA
"2645",1,NA,NA,NA,NA,NA,NA,NA
"2646",1,74,NA,39,NA,NA,265,213
"2647",1,74,NA,39,NA,NA,265,213
"2648",1,74,NA,39,NA,NA,265,213
"2649",1,193,141.767211914062,41,495,1980260.25,258,206
"2650",1,74,NA,39,NA,NA,265,213
"2651",1,193,141.767211914062,41,495,1980260.25,258,206
"2652",1,74,NA,39,NA,NA,265,213
"2653",1,74,NA,39,NA,NA,265,213
"2654",1,74,NA,39,NA,NA,265,213
"2655",1,NA,NA,NA,NA,NA,NA,NA
"2656",1,NA,NA,NA,NA,NA,NA,NA
"2657",1,NA,NA,NA,NA,NA,NA,NA
"2658",1,NA,NA,NA,NA,NA,NA,NA
"2659",1,NA,NA,NA,NA,NA,NA,NA
"2660",1,24,123.197570800781,307,37,145198.140625,255,218
"2661",1,NA,NA,NA,NA,NA,NA,NA
"2662",1,1257,126.060440063477,273,200,191119.078125,180,137
"2663",1,NA,NA,NA,NA,NA,NA,NA
"2664",1,97,248.597732543945,169,97,439830.09375,246,204
"2665",1,97,248.597732543945,169,97,439830.09375,246,204
"2666",1,580,150.774841308594,51,532,2153641.75,239,188
"2667",1,580,150.774841308594,51,532,2153641.75,239,188
"2668",1,580,150.774841308594,51,532,2153641.75,239,188
"2669",1,580,150.774841308594,51,532,2153641.75,239,188
"2670",1,NA,NA,NA,NA,NA,NA,NA
"2671",1,NA,NA,NA,NA,NA,NA,NA
"2672",1,NA,NA,NA,NA,NA,NA,NA
"2673",1,NA,NA,NA,NA,NA,NA,NA
"2674",1,NA,NA,NA,NA,NA,NA,NA
"2675",1,NA,NA,NA,NA,NA,NA,NA
"2676",1,NA,NA,NA,NA,NA,NA,NA
"2677",1,NA,NA,NA,NA,NA,NA,NA
"2678",1,NA,NA,NA,NA,NA,NA,NA
"2679",1,NA,NA,NA,NA,NA,NA,NA
"2680",1,NA,NA,NA,NA,NA,NA,NA
"2681",1,NA,NA,NA,NA,NA,NA,NA
"2682",1,NA,NA,NA,NA,NA,NA,NA
"2683",1,NA,NA,NA,NA,NA,NA,NA
"2684",1,NA,NA,NA,NA,NA,NA,NA
"2685",1,NA,NA,NA,NA,NA,NA,NA
"2686",1,NA,NA,NA,NA,NA,NA,NA
"2687",1,NA,NA,NA,NA,NA,NA,NA
"2688",1,NA,NA,NA,NA,NA,NA,NA
"2689",1,NA,NA,NA,NA,NA,NA,NA
"2690",1,NA,NA,NA,NA,NA,NA,NA
"2691",1,NA,NA,NA,NA,NA,NA,NA
"2692",1,NA,NA,NA,NA,NA,NA,NA
"2693",1,33,347.822875976562,279,160,583120.0625,258,220
"2694",1,NA,NA,NA,NA,NA,NA,NA
"2695",1,NA,NA,NA,NA,NA,NA,NA
"2696",1,NA,NA,NA,NA,NA,NA,NA
"2697",1,30,170.134185791016,384,14,70035.703125,257,223
"2698",1,33,347.822875976562,279,160,583120.0625,258,220
"2699",1,33,347.822875976562,279,160,583120.0625,258,220
"2700",1,159,250.529693603516,179,96,315014.28125,243,201
"2701",1,NA,NA,NA,NA,NA,NA,NA
"2702",1,NA,NA,NA,NA,NA,NA,NA
"2703",1,NA,NA,NA,NA,NA,NA,NA
"2704",1,NA,NA,NA,NA,NA,NA,NA
"2705",1,73,52.9974746704102,168,138,259200.6875,248,205
"2706",1,73,52.9974746704102,168,138,259200.6875,248,205
"2707",1,NA,NA,NA,NA,NA,NA,NA
"2708",1,NA,NA,NA,NA,NA,NA,NA
"2709",1,NA,NA,NA,NA,NA,NA,NA
"2710",1,NA,NA,NA,NA,NA,NA,NA
"2711",1,NA,NA,NA,NA,NA,NA,NA
"2712",1,NA,NA,NA,NA,NA,NA,NA
"2713",1,NA,NA,NA,NA,NA,NA,NA
"2714",1,NA,NA,NA,NA,NA,NA,NA
"2715",1,NA,NA,NA,NA,NA,NA,NA
"2716",1,NA,NA,NA,NA,NA,NA,NA
"2717",1,NA,NA,NA,NA,NA,NA,NA
"2718",1,NA,NA,NA,NA,NA,NA,NA
"2719",1,NA,NA,NA,NA,NA,NA,NA
"2720",1,NA,NA,NA,NA,NA,NA,NA
"2721",1,178,249.372360229492,172,197,421524.03125,257,207
"2722",1,NA,NA,NA,NA,NA,NA,NA
"2723",1,NA,NA,NA,NA,NA,NA,NA
"2724",1,NA,NA,NA,NA,NA,NA,NA
"2725",1,NA,NA,NA,NA,NA,NA,NA
"2726",1,NA,NA,NA,NA,NA,NA,NA
"2727",1,NA,NA,NA,NA,NA,NA,NA
"2728",1,NA,NA,NA,NA,NA,NA,NA
"2729",1,NA,NA,NA,NA,NA,NA,NA
"2730",1,209,119.188629150391,198,152,498271,242,197
"2731",1,209,119.188629150391,198,152,498271,242,197
"2732",1,NA,NA,NA,NA,NA,NA,NA
"2733",1,NA,NA,NA,NA,NA,NA,NA
"2734",1,NA,NA,NA,NA,NA,NA,NA
"2735",1,NA,NA,NA,NA,NA,NA,NA
"2736",1,NA,NA,NA,NA,NA,NA,NA
"2737",1,NA,NA,NA,NA,NA,NA,NA
"2738",1,NA,NA,NA,NA,NA,NA,NA
"2739",1,NA,NA,NA,NA,NA,NA,NA
"2740",1,61,3.36646270751953,188,13,51088.16015625,249,205
"2741",1,835,137.888153076172,228,212,1178830.125,209,164
"2742",1,33,347.822875976562,279,160,583120.0625,258,220
"2743",1,33,347.822875976562,279,160,583120.0625,258,220
"2744",1,1257,126.060440063477,273,200,191119.078125,180,137
"2745",1,1257,126.060440063477,273,200,191119.078125,180,137
"2746",1,NA,NA,NA,NA,NA,NA,NA
"2747",1,NA,NA,NA,NA,NA,NA,NA
"2748",1,NA,NA,NA,NA,NA,NA,NA
"2749",1,NA,NA,NA,NA,NA,NA,NA
"2750",1,8,NA,40,NA,NA,269,215
"2751",1,8,NA,40,NA,NA,269,215
"2752",1,144,246.718811035156,41,179,819746.9375,262,210
"2753",1,144,246.718811035156,41,179,819746.9375,262,210
"2754",1,144,246.718811035156,41,179,819746.9375,262,210
"2755",1,8,NA,40,NA,NA,269,215
"2756",1,8,NA,40,NA,NA,269,215
"2757",1,1257,126.060440063477,273,200,191119.078125,180,137
"2758",1,1257,126.060440063477,273,200,191119.078125,180,137
"2759",1,NA,NA,NA,NA,NA,NA,NA
"2760",1,NA,NA,NA,NA,NA,NA,NA
"2761",1,NA,NA,NA,NA,NA,NA,NA
"2762",1,NA,NA,NA,NA,NA,NA,NA
"2763",1,NA,NA,NA,NA,NA,NA,NA
"2764",1,NA,NA,NA,NA,NA,NA,NA
"2765",1,NA,NA,NA,NA,NA,NA,NA
"2766",1,NA,NA,NA,NA,NA,NA,NA
"2767",1,NA,NA,NA,NA,NA,NA,NA
"2768",1,NA,NA,NA,NA,NA,NA,NA
"2769",1,NA,NA,NA,NA,NA,NA,NA
"2770",1,159,250.529693603516,179,96,315014.28125,243,201
"2771",1,159,250.529693603516,179,96,315014.28125,243,201
"2772",1,NA,NA,NA,NA,NA,NA,NA
"2773",1,NA,NA,NA,NA,NA,NA,NA
"2774",1,159,250.529693603516,179,96,315014.28125,243,201
"2775",1,NA,NA,NA,NA,NA,NA,NA
"2776",1,159,250.529693603516,179,96,315014.28125,243,201
"2777",1,NA,NA,NA,NA,NA,NA,NA
"2778",1,159,250.529693603516,179,96,315014.28125,243,201
"2779",1,NA,NA,NA,NA,NA,NA,NA
"2780",1,NA,NA,NA,NA,NA,NA,NA
"2781",1,NA,NA,NA,NA,NA,NA,NA
"2782",1,NA,NA,NA,NA,NA,NA,NA
"2783",1,NA,NA,NA,NA,NA,NA,NA
"2784",1,NA,NA,NA,NA,NA,NA,NA
"2785",1,NA,NA,NA,NA,NA,NA,NA
"2786",1,NA,NA,NA,NA,NA,NA,NA
"2787",1,NA,NA,NA,NA,NA,NA,NA
"2788",1,NA,NA,NA,NA,NA,NA,NA
"2789",1,NA,NA,NA,NA,NA,NA,NA
"2790",1,NA,NA,NA,NA,NA,NA,NA
"2791",1,NA,NA,NA,NA,NA,NA,NA
"2792",1,NA,NA,NA,NA,NA,NA,NA
"2793",1,NA,NA,NA,NA,NA,NA,NA
"2794",1,NA,NA,NA,NA,NA,NA,NA
"2795",1,NA,NA,NA,NA,NA,NA,NA
"2796",1,NA,NA,NA,NA,NA,NA,NA
"2797",1,NA,NA,NA,NA,NA,NA,NA
"2798",1,NA,NA,NA,NA,NA,NA,NA
"2799",1,24,123.197570800781,307,37,145198.140625,255,218
"2800",1,1257,126.060440063477,273,200,191119.078125,180,137
"2801",1,NA,NA,NA,NA,NA,NA,NA
"2802",1,NA,NA,NA,NA,NA,NA,NA
"2803",1,NA,NA,NA,NA,NA,NA,NA
"2804",1,NA,NA,NA,NA,NA,NA,NA
"2805",1,NA,NA,NA,NA,NA,NA,NA
"2806",1,NA,NA,NA,NA,NA,NA,NA
"2807",1,NA,NA,NA,NA,NA,NA,NA
"2808",1,NA,NA,NA,NA,NA,NA,NA
"2809",1,NA,NA,NA,NA,NA,NA,NA
"2810",1,NA,NA,NA,NA,NA,NA,NA
"2811",1,NA,NA,NA,NA,NA,NA,NA
"2812",1,NA,NA,NA,NA,NA,NA,NA
"2813",1,NA,NA,NA,NA,NA,NA,NA
"2814",1,NA,NA,NA,NA,NA,NA,NA
"2815",1,NA,NA,NA,NA,NA,NA,NA
"2816",1,NA,NA,NA,NA,NA,NA,NA
"2817",1,NA,NA,NA,NA,NA,NA,NA
"2818",1,NA,NA,NA,NA,NA,NA,NA
"2819",1,NA,NA,NA,NA,NA,NA,NA
"2820",1,NA,NA,NA,NA,NA,NA,NA
"2821",1,NA,NA,NA,NA,NA,NA,NA
"2822",1,NA,NA,NA,NA,NA,NA,NA
"2823",1,NA,NA,NA,NA,NA,NA,NA
"2824",1,NA,NA,NA,NA,NA,NA,NA
"2825",1,NA,NA,NA,NA,NA,NA,NA
"2826",1,NA,NA,NA,NA,NA,NA,NA
"2827",1,NA,NA,NA,NA,NA,NA,NA
"2828",1,NA,NA,NA,NA,NA,NA,NA
"2829",1,NA,NA,NA,NA,NA,NA,NA
"2830",1,NA,NA,NA,NA,NA,NA,NA
"2831",1,NA,NA,NA,NA,NA,NA,NA
"2832",1,NA,NA,NA,NA,NA,NA,NA
"2833",1,NA,NA,NA,NA,NA,NA,NA
"2834",1,NA,NA,NA,NA,NA,NA,NA
"2835",1,NA,NA,NA,NA,NA,NA,NA
"2836",1,NA,NA,NA,NA,NA,NA,NA
"2837",1,NA,NA,NA,NA,NA,NA,NA
"2838",1,NA,NA,NA,NA,NA,NA,NA
"2839",1,NA,NA,NA,NA,NA,NA,NA
"2840",1,NA,NA,NA,NA,NA,NA,NA
"2841",1,NA,NA,NA,NA,NA,NA,NA
"2842",1,NA,NA,NA,NA,NA,NA,NA
"2843",1,NA,NA,NA,NA,NA,NA,NA
"2844",1,NA,NA,NA,NA,NA,NA,NA
"2845",1,NA,NA,NA,NA,NA,NA,NA
"2846",1,NA,NA,NA,NA,NA,NA,NA
"2847",1,NA,NA,NA,NA,NA,NA,NA
"2848",1,NA,NA,NA,NA,NA,NA,NA
"2849",1,NA,NA,NA,NA,NA,NA,NA
"2850",1,NA,NA,NA,NA,NA,NA,NA
"2851",1,NA,NA,NA,NA,NA,NA,NA
"2852",1,NA,NA,NA,NA,NA,NA,NA
"2853",1,NA,NA,NA,NA,NA,NA,NA
"2854",1,NA,NA,NA,NA,NA,NA,NA
"2855",1,NA,NA,NA,NA,NA,NA,NA
"2856",1,NA,NA,NA,NA,NA,NA,NA
"2857",1,NA,NA,NA,NA,NA,NA,NA
"2858",1,NA,NA,NA,NA,NA,NA,NA
"2859",1,NA,NA,NA,NA,NA,NA,NA
"2860",1,NA,NA,NA,NA,NA,NA,NA
"2861",1,NA,NA,NA,NA,NA,NA,NA
"2862",1,NA,NA,NA,NA,NA,NA,NA
"2863",1,NA,NA,NA,NA,NA,NA,NA
"2864",1,NA,NA,NA,NA,NA,NA,NA
"2865",1,NA,NA,NA,NA,NA,NA,NA
"2866",1,NA,NA,NA,NA,NA,NA,NA
"2867",1,33,30.1735191345215,281,19,74608.984375,258,221
"2868",1,160,287.327941894531,151,66,196414.109375,246,201
"2869",1,3,270,170,5,12000,268,219
"2870",1,1223,142.077255249023,270,440,946959.875,182,139
"2871",1,514,211.792068481445,209,285,854152.1875,233,185
"2872",1,NA,NA,NA,NA,NA,NA,NA
"2873",1,NA,NA,NA,NA,NA,NA,NA
"2874",1,NA,NA,NA,NA,NA,NA,NA
"2875",1,NA,NA,NA,NA,NA,NA,NA
"2876",1,NA,NA,NA,NA,NA,NA,NA
"2877",1,NA,NA,NA,NA,NA,NA,NA
"2878",1,NA,NA,NA,NA,NA,NA,NA
"2879",1,NA,NA,NA,NA,NA,NA,NA
"2880",1,NA,NA,NA,NA,NA,NA,NA
"2881",1,NA,NA,NA,NA,NA,NA,NA
"2882",1,NA,NA,NA,NA,NA,NA,NA
"2883",1,NA,NA,NA,NA,NA,NA,NA
"2884",1,NA,NA,NA,NA,NA,NA,NA
"2885",1,NA,NA,NA,NA,NA,NA,NA
"2886",1,NA,NA,NA,NA,NA,NA,NA
"2887",1,NA,NA,NA,NA,NA,NA,NA
"2888",1,NA,NA,NA,NA,NA,NA,NA
"2889",1,NA,NA,NA,NA,NA,NA,NA
"2890",1,NA,NA,NA,NA,NA,NA,NA
"2891",1,NA,NA,NA,NA,NA,NA,NA
"2892",1,NA,NA,NA,NA,NA,NA,NA
"2893",1,NA,NA,NA,NA,NA,NA,NA
"2894",1,NA,NA,NA,NA,NA,NA,NA
"2895",1,NA,NA,NA,NA,NA,NA,NA
"2896",1,NA,NA,NA,NA,NA,NA,NA
"2897",1,NA,NA,NA,NA,NA,NA,NA
"2898",1,NA,NA,NA,NA,NA,NA,NA
"2899",1,NA,NA,NA,NA,NA,NA,NA
"2900",1,NA,NA,NA,NA,NA,NA,NA
"2901",1,NA,NA,NA,NA,NA,NA,NA
"2902",1,4,NA,142,NA,NA,267,221
"2903",1,4,NA,142,NA,NA,267,221
"2904",1,NA,NA,NA,NA,NA,NA,NA
"2905",1,NA,NA,NA,NA,NA,NA,NA
"2906",1,NA,NA,NA,NA,NA,NA,NA
"2907",1,NA,NA,NA,NA,NA,NA,NA
"2908",1,NA,NA,NA,NA,NA,NA,NA
"2909",1,NA,NA,NA,NA,NA,NA,NA
"2910",1,NA,NA,NA,NA,NA,NA,NA
"2911",1,NA,NA,NA,NA,NA,NA,NA
"2912",1,NA,NA,NA,NA,NA,NA,NA
"2913",1,NA,NA,NA,NA,NA,NA,NA
"2914",1,NA,NA,NA,NA,NA,NA,NA
"2915",1,159,250.529693603516,179,96,315014.28125,243,201
"2916",1,159,250.529693603516,179,96,315014.28125,243,201
"2917",1,835,137.888153076172,228,212,1178830.125,209,164
"2918",1,835,137.888153076172,228,212,1178830.125,209,164
"2919",1,835,137.888153076172,228,212,1178830.125,209,164
"2920",1,835,137.888153076172,228,212,1178830.125,209,164
"2921",1,295,319.763641357422,119,59,102176.3203125,249,200
"2922",1,295,319.763641357422,119,59,102176.3203125,249,200
"2923",1,295,319.763641357422,119,59,102176.3203125,249,200
"2924",1,295,319.763641357422,119,59,102176.3203125,249,200
"2925",1,295,319.763641357422,119,59,102176.3203125,249,200
"2926",1,295,319.763641357422,119,59,102176.3203125,249,200
"2927",1,295,319.763641357422,119,59,102176.3203125,249,200
"2928",1,NA,NA,NA,NA,NA,NA,NA
"2929",1,NA,NA,NA,NA,NA,NA,NA
"2930",1,NA,NA,NA,NA,NA,NA,NA
"2931",1,NA,NA,NA,NA,NA,NA,NA
"2932",1,159,250.529693603516,179,96,315014.28125,243,201
"2933",1,NA,NA,NA,NA,NA,NA,NA
"2934",1,NA,NA,NA,NA,NA,NA,NA
"2935",1,NA,NA,NA,NA,NA,NA,NA
"2936",1,NA,NA,NA,NA,NA,NA,NA
"2937",1,NA,NA,NA,NA,NA,NA,NA
"2938",1,NA,NA,NA,NA,NA,NA,NA
"2939",1,NA,NA,NA,NA,NA,NA,NA
"2940",1,NA,NA,NA,NA,NA,NA,NA
"2941",1,NA,NA,NA,NA,NA,NA,NA
"2942",1,NA,NA,NA,NA,NA,NA,NA
"2943",1,NA,NA,NA,NA,NA,NA,NA
"2944",1,NA,NA,NA,NA,NA,NA,NA
"2945",1,NA,NA,NA,NA,NA,NA,NA
"2946",1,NA,NA,NA,NA,NA,NA,NA
"2947",1,NA,NA,NA,NA,NA,NA,NA
"2948",1,NA,NA,NA,NA,NA,NA,NA
"2949",1,NA,NA,NA,NA,NA,NA,NA
"2950",1,NA,NA,NA,NA,NA,NA,NA
"2951",1,41,52.9071617126465,279,47,154201.171875,259,221
"2952",1,41,52.9071617126465,279,47,154201.171875,259,221
"2953",1,41,52.9071617126465,279,47,154201.171875,259,221
"2954",1,159,250.529693603516,179,96,315014.28125,243,201
"2955",1,159,250.529693603516,179,96,315014.28125,243,201
"2956",1,NA,NA,NA,NA,NA,NA,NA
"2957",1,NA,NA,NA,NA,NA,NA,NA
"2958",1,159,250.529693603516,179,96,315014.28125,243,201
"2959",1,NA,NA,NA,NA,NA,NA,NA
"2960",1,NA,NA,NA,NA,NA,NA,NA
"2961",1,NA,NA,NA,NA,NA,NA,NA
"2962",1,NA,NA,NA,NA,NA,NA,NA
"2963",1,NA,NA,NA,NA,NA,NA,NA
"2964",1,NA,NA,NA,NA,NA,NA,NA
"2965",1,NA,NA,NA,NA,NA,NA,NA
"2966",1,NA,NA,NA,NA,NA,NA,NA
"2967",1,159,250.529693603516,179,96,315014.28125,243,201
"2968",1,NA,NA,NA,NA,NA,NA,NA
"2969",1,NA,NA,NA,NA,NA,NA,NA
"2970",1,NA,NA,NA,NA,NA,NA,NA
"2971",1,NA,NA,NA,NA,NA,NA,NA
"2972",1,NA,NA,NA,NA,NA,NA,NA
"2973",1,159,250.529693603516,179,96,315014.28125,243,201
"2974",1,NA,NA,NA,NA,NA,NA,NA
"2975",1,NA,NA,NA,NA,NA,NA,NA
"2976",1,NA,NA,NA,NA,NA,NA,NA
"2977",1,NA,NA,NA,NA,NA,NA,NA
"2978",1,NA,NA,NA,NA,NA,NA,NA
"2979",1,NA,NA,NA,NA,NA,NA,NA
"2980",1,NA,NA,NA,NA,NA,NA,NA
"2981",1,NA,NA,NA,NA,NA,NA,NA
"2982",1,NA,NA,NA,NA,NA,NA,NA
"2983",1,NA,NA,NA,NA,NA,NA,NA
"2984",1,NA,NA,NA,NA,NA,NA,NA
"2985",1,NA,NA,NA,NA,NA,NA,NA
"2986",1,NA,NA,NA,NA,NA,NA,NA
"2987",1,NA,NA,NA,NA,NA,NA,NA
"2988",1,NA,NA,NA,NA,NA,NA,NA
"2989",1,NA,NA,NA,NA,NA,NA,NA
"2990",1,NA,NA,NA,NA,NA,NA,NA
"2991",1,NA,NA,NA,NA,NA,NA,NA
"2992",1,NA,NA,NA,NA,NA,NA,NA
"2993",1,NA,NA,NA,NA,NA,NA,NA
"2994",1,NA,NA,NA,NA,NA,NA,NA
"2995",1,NA,NA,NA,NA,NA,NA,NA
"2996",1,1257,126.060440063477,273,200,191119.078125,180,137
"2997",1,NA,NA,NA,NA,NA,NA,NA
"2998",1,NA,NA,NA,NA,NA,NA,NA
"2999",1,NA,NA,NA,NA,NA,NA,NA
"3000",1,NA,NA,NA,NA,NA,NA,NA
"3001",1,NA,NA,NA,NA,NA,NA,NA
"3002",1,NA,NA,NA,NA,NA,NA,NA
"3003",1,NA,NA,NA,NA,NA,NA,NA
"3004",1,NA,NA,NA,NA,NA,NA,NA
"3005",1,1257,126.060440063477,273,200,191119.078125,180,137
"3006",1,NA,NA,NA,NA,NA,NA,NA
"3007",1,1257,126.060440063477,273,200,191119.078125,180,137
"3008",1,NA,NA,NA,NA,NA,NA,NA
"3009",1,NA,NA,NA,NA,NA,NA,NA
"3010",1,NA,NA,NA,NA,NA,NA,NA
"3011",1,NA,NA,NA,NA,NA,NA,NA
"3012",1,NA,NA,NA,NA,NA,NA,NA
"3013",1,NA,NA,NA,NA,NA,NA,NA
"3014",1,NA,NA,NA,NA,NA,NA,NA
"3015",1,NA,NA,NA,NA,NA,NA,NA
"3016",1,NA,NA,NA,NA,NA,NA,NA
"3017",1,NA,NA,NA,NA,NA,NA,NA
"3018",1,67,168.407821655273,187,28,119436.171875,255,207
"3019",1,NA,NA,NA,NA,NA,NA,NA
"3020",1,159,250.529693603516,179,96,315014.28125,243,201
"3021",1,159,250.529693603516,179,96,315014.28125,243,201
"3022",1,600,39.4006614685059,218,452,1195766.25,225,178
"3023",1,5,261.027374267578,173,16,57706.15234375,269,219
"3024",1,104,169.353240966797,188,258,1169126.625,251,204
"3025",1,159,250.529693603516,179,96,315014.28125,243,201
"3026",1,159,250.529693603516,179,96,315014.28125,243,201
"3027",1,19,21.3706207275391,182,9,37047.265625,268,217
"3028",1,1257,126.060440063477,273,200,191119.078125,180,137
"3029",1,1257,126.060440063477,273,200,191119.078125,180,137
"3030",1,1257,126.060440063477,273,200,191119.078125,180,137
"3031",1,63,194.470291137695,187,35,96046.8671875,255,207
"3032",1,NA,NA,NA,NA,NA,NA,NA
"3033",1,168,273.435302734375,218,236,1026344.25,255,208
"3034",1,NA,NA,NA,NA,NA,NA,NA
"3035",1,NA,NA,NA,NA,NA,NA,NA
"3036",1,NA,NA,NA,NA,NA,NA,NA
"3037",1,NA,NA,NA,NA,NA,NA,NA
"3038",1,NA,NA,NA,NA,NA,NA,NA
"3039",1,NA,NA,NA,NA,NA,NA,NA
"3040",1,168,273.435302734375,218,236,1026344.25,255,208
"3041",1,NA,NA,NA,NA,NA,NA,NA
"3042",1,NA,NA,NA,NA,NA,NA,NA
"3043",1,NA,NA,NA,NA,NA,NA,NA
"3044",1,NA,NA,NA,NA,NA,NA,NA
"3045",1,NA,NA,NA,NA,NA,NA,NA
"3046",1,NA,NA,NA,NA,NA,NA,NA
"3047",1,NA,NA,NA,NA,NA,NA,NA
"3048",1,NA,NA,NA,NA,NA,NA,NA
"3049",1,NA,NA,NA,NA,NA,NA,NA
"3050",1,NA,NA,NA,NA,NA,NA,NA
"3051",1,NA,NA,NA,NA,NA,NA,NA
"3052",1,NA,NA,NA,NA,NA,NA,NA
"3053",1,NA,NA,NA,NA,NA,NA,NA
"3054",1,NA,NA,NA,NA,NA,NA,NA
"3055",1,NA,NA,NA,NA,NA,NA,NA
"3056",1,NA,NA,NA,NA,NA,NA,NA
"3057",1,NA,NA,NA,NA,NA,NA,NA
"3058",1,NA,NA,NA,NA,NA,NA,NA
"3059",1,NA,NA,NA,NA,NA,NA,NA
"3060",1,NA,NA,NA,NA,NA,NA,NA
"3061",1,NA,NA,NA,NA,NA,NA,NA
"3062",1,NA,NA,NA,NA,NA,NA,NA
"3063",1,NA,NA,NA,NA,NA,NA,NA
"3064",1,NA,NA,NA,NA,NA,NA,NA
"3065",1,NA,NA,NA,NA,NA,NA,NA
"3066",1,NA,NA,NA,NA,NA,NA,NA
"3067",1,NA,NA,NA,NA,NA,NA,NA
"3068",1,NA,NA,NA,NA,NA,NA,NA
"3069",1,NA,NA,NA,NA,NA,NA,NA
"3070",1,NA,NA,NA,NA,NA,NA,NA
"3071",1,NA,NA,NA,NA,NA,NA,NA
"3072",1,NA,NA,NA,NA,NA,NA,NA
"3073",1,NA,NA,NA,NA,NA,NA,NA
"3074",1,NA,NA,NA,NA,NA,NA,NA
"3075",1,33,347.822875976562,279,160,583120.0625,258,220
"3076",1,33,347.822875976562,279,160,583120.0625,258,220
"3077",1,55,236.309936523438,110,31,108166.5390625,266,223
"3078",1,159,250.529693603516,179,96,315014.28125,243,201
"3079",1,159,250.529693603516,179,96,315014.28125,243,201
"3080",1,159,250.529693603516,179,96,315014.28125,243,201
"3081",1,1257,126.060440063477,273,200,191119.078125,180,137
"3082",1,835,137.888153076172,228,212,1178830.125,209,164
"3083",1,NA,NA,NA,NA,NA,NA,NA
"3084",1,NA,NA,NA,NA,NA,NA,NA
"3085",1,NA,NA,NA,NA,NA,NA,NA
"3086",1,NA,NA,NA,NA,NA,NA,NA
"3087",1,NA,NA,NA,NA,NA,NA,NA
"3088",1,NA,NA,NA,NA,NA,NA,NA
"3089",1,NA,NA,NA,NA,NA,NA,NA
